hh_id,region_name,region_id,latnum,longnum,sex_binary,age,eduyrs,hh_income,wt.by.ht,water_source,water_mins,hhid,hv001,hv006,hv007,hv009,hv012,hv014,hv021,hv023,hv024,hv025,hv040,hv201,hv204,hv205,hv206,hv207,hv208,hv209,hv213,hv214,hv215,hv221,hv225,hv235,hv270,hv104,hv105,hv106,hv107,hv108,hv109,hv111,hv113,hv121,hv124,region
39136,manicaland,167,8.9744568,7.3747158,male,10,5,richest,1.822774711,tube well or borehole,10,39136,39,3,2013,6,6,1,39,28,manicaland,urban,420,tube well or borehole,10,flush to septic tank,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,male,10,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
40 11,manicaland,167,9.1595917,7.3482561,female,13,7,richest,-1.088964548,72,5,40 11,40,4,2013,5,5,0,40,28,manicaland,urban,438,72,5,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,elsewhere,richest,female,13,primary,6,6,complete primary,yes,yes,attended at some time,7,167
40 99,manicaland,167,9.1595917,7.3482561,female,7,1,richest,-0.22253929,public tap/standpipe,on premises,40 99,40,4,2013,10,10,3,40,28,manicaland,urban,438,public tap/standpipe,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own dwelling,richest,female,7,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
40116,manicaland,167,9.1595917,7.3482561,male,8,0,richest,0.516306516,piped into dwelling,on premises,40116,40,4,2013,9,9,2,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,male,8,9,NA,99,9,yes,yes,no,0,167
40 45,manicaland,167,9.1595917,7.3482561,female,12,8,richest,-1.339299684,piped into dwelling,on premises,40 45,40,4,2013,6,6,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to septic tank,yes,9,yes,no,finished - carpet,finished - cement,finished - metal,no,no,NA,richest,female,12,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
40110,manicaland,167,9.1595917,7.3482561,female,6,2,richest,-0.478266473,public tap/standpipe,on premises,40110,40,4,2013,5,5,1,40,28,manicaland,urban,438,public tap/standpipe,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own yard/plot,richest,female,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
40 86,manicaland,167,9.1595917,7.3482561,female,6,1,richest,0.08921593,piped into dwelling,on premises,40 86,40,4,2013,7,7,1,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,NA,richest,female,6,primary,1,1,incomplete primary,yes,yes,attended at some time,1,167
40140,manicaland,167,9.1595917,7.3482561,female,11,7,richest,-0.192811856,72,7,40140,40,4,2013,4,4,0,40,28,manicaland,urban,438,72,7,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,elsewhere,richest,female,11,primary,6,6,complete primary,yes,yes,attended at some time,7,167
40 38,manicaland,167,9.1595917,7.3482561,female,13,8,richest,1.146922033,piped into dwelling,on premises,40 38,40,4,2013,8,8,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,female,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
40 55,manicaland,167,9.1595917,7.3482561,male,11,4,richest,-0.708208104,tube well or borehole,20,40 55,40,4,2013,7,7,3,40,28,manicaland,urban,438,tube well or borehole,20,flush to piped sewer system,yes,no,yes,yes,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richest,male,11,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
40133,manicaland,167,9.1595917,7.3482561,male,13,8,richest,-0.641716579,piped into dwelling,on premises,40133,40,4,2013,5,5,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,NA,richest,male,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
40147,manicaland,167,9.1595917,7.3482561,male,8,3,richest,-1.286712769,72,5,40147,40,4,2013,6,6,1,40,28,manicaland,urban,438,72,5,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,elsewhere,richest,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
40 38,manicaland,167,9.1595917,7.3482561,female,15,0,richest,0.952391922,piped into dwelling,on premises,40 38,40,4,2013,8,8,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,female,15,primary,6,6,complete primary,yes,yes,no,0,167
40 28,manicaland,167,9.1595917,7.3482561,female,7,3,richest,0.487075239,piped into dwelling,on premises,40 28,40,4,2013,8,8,2,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,NA,richest,female,7,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
40 21,manicaland,167,9.1595917,7.3482561,male,8,3,richest,-1.024325113,piped into dwelling,on premises,40 21,40,4,2013,5,5,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,NA,richest,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
40 38,manicaland,167,9.1595917,7.3482561,male,11,6,richest,-1.200384519,piped into dwelling,on premises,40 38,40,4,2013,8,8,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,male,11,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
40 25,manicaland,167,9.1595917,7.3482561,female,11,5,richest,1.425233189,piped into dwelling,on premises,40 25,40,4,2013,4,4,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to septic tank,yes,yes,yes,yes,finished - carpet,finished - cement,finished - metal,no,no,NA,richest,female,11,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
40 35,manicaland,167,9.1595917,7.3482561,female,14,4,richest,-0.138897795,bottled water,4,40 35,40,4,2013,4,4,1,40,28,manicaland,urban,438,bottled water,4,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,elsewhere,richest,female,14,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
40147,manicaland,167,9.1595917,7.3482561,male,10,7,richest,-2.664134961,72,5,40147,40,4,2013,6,6,1,40,28,manicaland,urban,438,72,5,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,elsewhere,richest,male,10,primary,6,6,complete primary,yes,yes,attended at some time,7,167
40116,manicaland,167,9.1595917,7.3482561,male,15,10,richest,-1.228395044,piped into dwelling,on premises,40116,40,4,2013,9,9,2,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,male,15,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
40 76,manicaland,167,9.1595917,7.3482561,female,11,0,richest,-0.322201009,piped to yard/plot,on premises,40 76,40,4,2013,6,6,3,40,28,manicaland,urban,438,piped to yard/plot,on premises,flush to septic tank,yes,yes,yes,no,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,NA,richest,female,11,9,NA,99,9,yes,yes,no,0,167
40 38,manicaland,167,9.1595917,7.3482561,female,14,0,richest,1.08500288,piped into dwelling,on premises,40 38,40,4,2013,8,8,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,female,14,secondary,6,12,complete secondary,9,9,no,0,167
40 38,manicaland,167,9.1595917,7.3482561,female,9,3,richest,0.341001853,piped into dwelling,on premises,40 38,40,4,2013,8,8,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,female,9,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
40116,manicaland,167,9.1595917,7.3482561,female,13,9,richest,1.173313235,piped into dwelling,on premises,40116,40,4,2013,9,9,2,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,female,13,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
40 55,manicaland,167,9.1595917,7.3482561,female,8,2,richest,-0.47960355,tube well or borehole,20,40 55,40,4,2013,7,7,3,40,28,manicaland,urban,438,tube well or borehole,20,flush to piped sewer system,yes,no,yes,yes,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richest,female,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
40 86,manicaland,167,9.1595917,7.3482561,male,8,3,richest,-1.262026084,piped into dwelling,on premises,40 86,40,4,2013,7,7,1,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,NA,richest,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
40 45,manicaland,167,9.1595917,7.3482561,male,14,7,richest,-1.609152412,piped into dwelling,on premises,40 45,40,4,2013,6,6,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to septic tank,yes,9,yes,no,finished - carpet,finished - cement,finished - metal,no,no,NA,richest,male,14,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
40116,manicaland,167,9.1595917,7.3482561,male,11,3,richest,-0.995394217,piped into dwelling,on premises,40116,40,4,2013,9,9,2,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,male,11,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
40 11,manicaland,167,9.1595917,7.3482561,female,9,3,richest,0.047797512,72,5,40 11,40,4,2013,5,5,0,40,28,manicaland,urban,438,72,5,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,elsewhere,richest,female,9,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
40 28,manicaland,167,9.1595917,7.3482561,male,10,5,richest,-0.473824969,piped into dwelling,on premises,40 28,40,4,2013,8,8,2,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,NA,richest,male,10,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
40 31,manicaland,167,9.1595917,7.3482561,male,15,11,richest,-0.690244104,piped into dwelling,on premises,40 31,40,4,2013,6,4,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,male,15,secondary,4,10,incomplete secondary,no,yes,attended at some time,11,167
40 11,manicaland,167,9.1595917,7.3482561,female,7,1,richest,-0.510346734,72,5,40 11,40,4,2013,5,5,0,40,28,manicaland,urban,438,72,5,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,elsewhere,richest,female,7,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
40 31,manicaland,167,9.1595917,7.3482561,female,15,11,richest,1.295903597,piped into dwelling,on premises,40 31,40,4,2013,6,4,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,15,secondary,4,10,incomplete secondary,no,yes,attended at some time,11,167
40 21,manicaland,167,9.1595917,7.3482561,male,8,3,richest,-2.358138063,piped into dwelling,on premises,40 21,40,4,2013,5,5,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,NA,richest,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
40110,manicaland,167,9.1595917,7.3482561,female,11,7,richest,0.270018855,public tap/standpipe,on premises,40110,40,4,2013,5,5,1,40,28,manicaland,urban,438,public tap/standpipe,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own yard/plot,richest,female,11,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
40 21,manicaland,167,9.1595917,7.3482561,male,10,7,richest,1.111078313,piped into dwelling,on premises,40 21,40,4,2013,5,5,0,40,28,manicaland,urban,438,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,NA,richest,male,10,primary,6,6,complete primary,yes,yes,attended at some time,7,167
40 99,manicaland,167,9.1595917,7.3482561,male,9,4,richest,-1.351442147,public tap/standpipe,on premises,40 99,40,4,2013,10,10,3,40,28,manicaland,urban,438,public tap/standpipe,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own dwelling,richest,male,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
41 15,manicaland,167,9.1625137,6.9957309,female,15,5,middle,0.143980295,public tap/standpipe,10,41 15,41,4,2013,7,7,0,41,27,manicaland,rural,236,public tap/standpipe,10,ventilated improved pit latrine (vip),no,yes,no,no,finished - cement,natural - mud,finished - metal,no,yes,elsewhere,middle,female,15,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
41 90,manicaland,167,9.1625137,6.9957309,male,7,0,middle,-0.231547164,tube well or borehole,12,41 90,41,4,2013,7,7,2,41,27,manicaland,rural,236,tube well or borehole,12,no facility/bush/field,no,no,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,male,7,"no education, preschool",NA,0,no education,yes,yes,no,0,167
41 22,manicaland,167,9.1625137,6.9957309,male,8,1,middle,0.64991567,tube well or borehole,20,41 22,41,4,2013,7,7,1,41,27,manicaland,rural,236,tube well or borehole,20,no facility/bush/field,no,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,8,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
41 55,manicaland,167,9.1625137,6.9957309,male,6,2,poorer,-0.362204954,tube well or borehole,5,41 55,41,4,2013,12,12,0,41,27,manicaland,rural,236,tube well or borehole,5,no facility/bush/field,no,yes,no,no,natural - earth / sand,21,natural - thatch,no,NA,elsewhere,poorer,male,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
41 34,manicaland,167,9.1625137,6.9957309,male,10,5,richer,-0.125381315,tube well or borehole,5,41 34,41,4,2013,5,5,1,41,27,manicaland,rural,236,tube well or borehole,5,no facility/bush/field,no,yes,yes,yes,finished - cement,natural - mud,finished - metal,no,NA,elsewhere,richer,male,10,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
41 62,manicaland,167,9.1625137,6.9957309,female,11,2,richer,-0.614086065,tube well or borehole,5,41 62,41,4,2013,13,13,3,41,27,manicaland,rural,236,tube well or borehole,5,no facility/bush/field,no,yes,yes,no,finished - cement,99,finished - metal,no,NA,elsewhere,richer,female,11,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
41 76,manicaland,167,9.1625137,6.9957309,male,8,0,poorer,-0.095431482,tube well or borehole,5,41 76,41,4,2013,5,5,1,41,27,manicaland,rural,236,tube well or borehole,5,no facility/bush/field,no,no,no,no,natural - earth / sand,natural - mud,finished - metal,no,NA,elsewhere,poorer,male,8,"no education, preschool",NA,0,no education,yes,yes,no,0,167
41 60,manicaland,167,9.1625137,6.9957309,male,12,2,middle,-1.251148129,tube well or borehole,15,41 60,41,4,2013,3,3,0,41,27,manicaland,rural,236,tube well or borehole,15,no facility/bush/field,no,yes,no,no,finished - cement,rudimentary - stone with mud,finished - metal,no,NA,elsewhere,middle,male,12,primary,1,1,incomplete primary,no,yes,attended at some time,2,167
41 17,manicaland,167,9.1625137,6.9957309,female,13,7,middle,1.209129904,tube well or borehole,20,41 17,41,4,2013,6,6,0,41,27,manicaland,rural,236,tube well or borehole,20,no facility/bush/field,no,yes,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,female,13,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
