hh_id,region_name,region_id,latnum,longnum,sex_binary,age,eduyrs,hh_income,wt.by.ht,water_source,water_mins,hhid,hv001,hv006,hv007,hv009,hv012,hv014,hv021,hv023,hv024,hv025,hv040,hv201,hv204,hv205,hv206,hv207,hv208,hv209,hv213,hv214,hv215,hv221,hv225,hv235,hv270,hv104,hv105,hv106,hv107,hv108,hv109,hv111,hv113,hv121,hv124,region
66 56,manicaland,167,7.5637898,6.1691518,female,11,8,richer,0.752842895,river/dam/lake/ponds/stream/canal/irrigation channel,21,66 56,66,3,2013,6,5,0,66,38,manicaland,urban,443,river/dam/lake/ponds/stream/canal/irrigation channel,21,pit latrine with slab,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,female,11,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
66 62,manicaland,167,7.5637898,6.1691518,female,11,4,richer,-0.486027665,protected well,10,66 62,66,3,2013,4,4,1,66,38,manicaland,urban,443,protected well,10,pit latrine with slab,yes,no,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richer,female,11,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
66 29,manicaland,167,7.5637898,6.1691518,male,6,5,middle,1.609645093,protected well,20,66 29,66,3,2013,4,4,0,66,38,manicaland,urban,443,protected well,20,no facility/bush/field,no,yes,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,6,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
66 58,manicaland,167,7.5637898,6.1691518,male,10,4,richest,0.748695821,tube well or borehole,10,66 58,66,3,2013,7,7,3,66,38,manicaland,urban,443,tube well or borehole,10,pit latrine with slab,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,yes,no,elsewhere,richest,male,10,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
66 52,manicaland,167,7.5637898,6.1691518,male,8,4,richer,-1.260803596,tube well or borehole,20,66 52,66,3,2013,8,8,2,66,38,manicaland,urban,443,tube well or borehole,20,no facility/bush/field,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,male,8,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
66 63,manicaland,167,7.5637898,6.1691518,male,7,2,richer,-0.903830055,river/dam/lake/ponds/stream/canal/irrigation channel,30,66 63,66,3,2013,5,5,0,66,38,manicaland,urban,443,river/dam/lake/ponds/stream/canal/irrigation channel,30,no facility/bush/field,yes,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,male,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
66 71,manicaland,167,7.5637898,6.1691518,male,8,4,middle,-1.070946026,river/dam/lake/ponds/stream/canal/irrigation channel,14,66 71,66,3,2013,3,3,0,66,38,manicaland,urban,443,river/dam/lake/ponds/stream/canal/irrigation channel,14,no facility/bush/field,yes,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,male,8,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
66 48,manicaland,167,7.5637898,6.1691518,male,14,2,richer,-1.573128609,river/dam/lake/ponds/stream/canal/irrigation channel,12,66 48,66,3,2013,3,3,0,66,38,manicaland,urban,443,river/dam/lake/ponds/stream/canal/irrigation channel,12,no facility/bush/field,yes,yes,yes,no,finished - ceramic tiles,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,male,14,primary,1,1,incomplete primary,no,yes,attended at some time,2,167
66 50,manicaland,167,7.5637898,6.1691518,female,10,4,middle,0.229352932,tube well or borehole,20,66 50,66,3,2013,3,3,0,66,38,manicaland,urban,443,tube well or borehole,20,pit latrine with slab,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,female,10,primary,3,3,incomplete primary,yes,no,attended at some time,4,167
66 52,manicaland,167,7.5637898,6.1691518,female,6,3,richer,0.2589684,tube well or borehole,20,66 52,66,3,2013,8,8,2,66,38,manicaland,urban,443,tube well or borehole,20,no facility/bush/field,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,female,6,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
66 23,manicaland,167,7.5637898,6.1691518,female,13,11,richest,1.316404613,tube well or borehole,10,66 23,66,3,2013,3,3,0,66,38,manicaland,urban,443,tube well or borehole,10,ventilated improved pit latrine (vip),yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richest,female,13,secondary,5,11,incomplete secondary,yes,yes,attended at some time,11,167
66 13,manicaland,167,7.5637898,6.1691518,female,10,3,richest,0.051017722,72,2,66 13,66,3,2013,5,5,0,66,38,manicaland,urban,443,72,2,ventilated improved pit latrine (vip),yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,female,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
66 36,manicaland,167,7.5637898,6.1691518,female,11,3,richest,0.595924646,protected well,10,66 36,66,3,2013,4,4,1,66,38,manicaland,urban,443,protected well,10,ventilated improved pit latrine (vip),yes,no,yes,yes,finished - carpet,finished - cement,finished - metal,no,yes,elsewhere,richest,female,11,primary,2,2,incomplete primary,9,9,attended at some time,3,167
66 69,manicaland,167,7.5637898,6.1691518,female,14,7,richer,-1.693286482,tube well or borehole,20,66 69,66,3,2013,8,8,0,66,38,manicaland,urban,443,tube well or borehole,20,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,female,14,primary,6,6,complete primary,yes,yes,attended at some time,7,167
66  5,manicaland,167,7.5637898,6.1691518,male,11,2,richer,1.924820964,cart with small tank,30,66  5,66,3,2013,5,5,0,66,38,manicaland,urban,443,cart with small tank,30,no facility/bush/field,yes,yes,yes,yes,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richer,male,11,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
66 50,manicaland,167,7.5637898,6.1691518,female,7,2,middle,0.936172644,tube well or borehole,20,66 50,66,3,2013,3,3,0,66,38,manicaland,urban,443,tube well or borehole,20,pit latrine with slab,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,female,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
66 67,manicaland,167,7.5637898,6.1691518,female,9,4,richer,-0.321525686,river/dam/lake/ponds/stream/canal/irrigation channel,9,66 67,66,3,2013,5,5,2,66,38,manicaland,urban,443,river/dam/lake/ponds/stream/canal/irrigation channel,9,no facility/bush/field,yes,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,female,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
66 42,manicaland,167,7.5637898,6.1691518,female,10,2,poorer,0.129169518,tube well or borehole,15,66 42,66,3,2013,7,7,0,66,38,manicaland,urban,443,tube well or borehole,15,no facility/bush/field,no,no,no,no,natural - earth / sand,natural - mud,finished - metal,no,NA,elsewhere,poorer,female,10,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
66 87,manicaland,167,7.5637898,6.1691518,female,14,9,middle,-0.010801961,protected well,10,66 87,66,3,2013,4,4,0,66,38,manicaland,urban,443,protected well,10,no facility/bush/field,yes,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,female,14,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
66 56,manicaland,167,7.5637898,6.1691518,male,7,3,richer,-1.207073774,river/dam/lake/ponds/stream/canal/irrigation channel,21,66 56,66,3,2013,6,5,0,66,38,manicaland,urban,443,river/dam/lake/ponds/stream/canal/irrigation channel,21,pit latrine with slab,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,male,7,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
66 62,manicaland,167,7.5637898,6.1691518,female,10,4,richer,-0.348129216,protected well,10,66 62,66,3,2013,4,4,1,66,38,manicaland,urban,443,protected well,10,pit latrine with slab,yes,no,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richer,female,10,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
66 63,manicaland,167,7.5637898,6.1691518,male,13,6,richer,-1.530151582,river/dam/lake/ponds/stream/canal/irrigation channel,30,66 63,66,3,2013,5,5,0,66,38,manicaland,urban,443,river/dam/lake/ponds/stream/canal/irrigation channel,30,no facility/bush/field,yes,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,male,13,primary,5,5,incomplete primary,yes,no,attended at some time,6,167
66 19,manicaland,167,7.5637898,6.1691518,male,11,7,richest,-0.046770801,piped to yard/plot,on premises,66 19,66,3,2013,5,5,0,66,38,manicaland,urban,443,piped to yard/plot,on premises,ventilated improved pit latrine (vip),yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,yes,NA,richest,male,11,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
66  5,manicaland,167,7.5637898,6.1691518,female,15,10,richer,-0.794574856,cart with small tank,30,66  5,66,3,2013,5,5,0,66,38,manicaland,urban,443,cart with small tank,30,no facility/bush/field,yes,yes,yes,yes,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richer,female,15,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
66 75,manicaland,167,7.5637898,6.1691518,male,7,2,richer,-1.916393989,protected well,10,66 75,66,3,2013,6,6,3,66,38,manicaland,urban,443,protected well,10,pit latrine with slab,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,male,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
66 69,manicaland,167,7.5637898,6.1691518,male,11,5,richer,-0.579500077,tube well or borehole,20,66 69,66,3,2013,8,8,0,66,38,manicaland,urban,443,tube well or borehole,20,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,male,11,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
66 40,manicaland,167,7.5637898,6.1691518,male,12,8,richer,0.912311008,protected well,30,66 40,66,3,2013,7,7,0,66,38,manicaland,urban,443,protected well,30,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - wood,no,NA,elsewhere,richer,male,12,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
66 79,manicaland,167,7.5637898,6.1691518,female,11,5,middle,-0.258958355,protected well,on premises,66 79,66,3,2013,3,3,0,66,38,manicaland,urban,443,protected well,on premises,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,in own dwelling,middle,female,11,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
67 49,manicaland,167,7.568769,6.1734352,female,12,5,richer,2.172019283,public tap/standpipe,30,67 49,67,3,2013,4,4,0,67,38,manicaland,urban,413,public tap/standpipe,30,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - tiles,no,NA,elsewhere,richer,female,12,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
67 24,manicaland,167,7.568769,6.1734352,female,13,7,richer,1.093679938,tube well or borehole,32,67 24,67,3,2013,3,3,0,67,38,manicaland,urban,413,tube well or borehole,32,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,9,NA,elsewhere,richer,female,13,secondary,0,6,incomplete secondary,no,yes,attended at some time,7,167
67 32,manicaland,167,7.568769,6.1734352,male,6,0,middle,-0.226321485,tube well or borehole,15,67 32,67,3,2013,9,9,2,67,38,manicaland,urban,413,tube well or borehole,15,no facility/bush/field,no,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,male,6,"no education, preschool",NA,0,no education,yes,yes,attended at some time,0,167
67 49,manicaland,167,7.568769,6.1734352,female,6,1,richer,0.894080038,public tap/standpipe,30,67 49,67,3,2013,4,4,0,67,38,manicaland,urban,413,public tap/standpipe,30,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - tiles,no,NA,elsewhere,richer,female,6,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
67 32,manicaland,167,7.568769,6.1734352,male,7,1,middle,-0.05351371,tube well or borehole,15,67 32,67,3,2013,9,9,2,67,38,manicaland,urban,413,tube well or borehole,15,no facility/bush/field,no,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,male,7,primary,0,0,incomplete primary,yes,no,attended at some time,1,167
67 30,manicaland,167,7.568769,6.1734352,female,13,10,richer,-1.176835751,tube well or borehole,30,67 30,67,3,2013,5,5,0,67,38,manicaland,urban,413,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richer,female,13,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
67 32,manicaland,167,7.568769,6.1734352,female,9,3,middle,-0.618184217,tube well or borehole,15,67 32,67,3,2013,9,9,2,67,38,manicaland,urban,413,tube well or borehole,15,no facility/bush/field,no,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,female,9,primary,2,2,incomplete primary,yes,no,attended at some time,3,167
67 16,manicaland,167,7.568769,6.1734352,male,15,9,richer,0.49107613,tube well or borehole,20,67 16,67,3,2013,5,5,0,67,38,manicaland,urban,413,tube well or borehole,20,no facility/bush/field,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,male,15,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
67 61,manicaland,167,7.568769,6.1734352,female,6,1,richest,0.138354302,public tap/standpipe,20,67 61,67,3,2013,7,7,0,67,38,manicaland,urban,413,public tap/standpipe,20,flush to pit latrine,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,yes,no,elsewhere,richest,female,6,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
67 61,manicaland,167,7.568769,6.1734352,female,8,4,richest,0.77259315,public tap/standpipe,20,67 61,67,3,2013,7,7,0,67,38,manicaland,urban,413,public tap/standpipe,20,flush to pit latrine,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,yes,no,elsewhere,richest,female,8,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
67  9,manicaland,167,7.568769,6.1734352,female,6,3,richer,-0.92796309,tube well or borehole,15,67  9,67,3,2013,6,6,0,67,38,manicaland,urban,413,tube well or borehole,15,pit latrine with slab,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,female,6,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
67  9,manicaland,167,7.568769,6.1734352,female,8,4,richer,1.15734607,tube well or borehole,15,67  9,67,3,2013,6,6,0,67,38,manicaland,urban,413,tube well or borehole,15,pit latrine with slab,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,female,8,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
67 43,manicaland,167,7.568769,6.1734352,male,13,10,richer,-0.461078493,protected well,on premises,67 43,67,3,2013,3,3,0,67,38,manicaland,urban,413,protected well,on premises,no facility/bush/field,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,NA,in own dwelling,richer,male,13,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
67 30,manicaland,167,7.568769,6.1734352,male,9,4,richer,-0.287888434,tube well or borehole,30,67 30,67,3,2013,5,5,0,67,38,manicaland,urban,413,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richer,male,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
67 70,manicaland,167,7.568769,6.1734352,female,7,2,middle,0.852109085,tube well or borehole,10,67 70,67,3,2013,2,2,0,67,38,manicaland,urban,413,tube well or borehole,10,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,female,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
67 36,manicaland,167,7.568769,6.1734352,male,14,9,richest,0.982922975,protected well,on premises,67 36,67,3,2013,3,3,0,67,38,manicaland,urban,413,protected well,on premises,pit latrine with slab,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - tiles,no,yes,in own dwelling,richest,male,14,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
67  9,manicaland,167,7.568769,6.1734352,male,7,1,richer,0.821969544,tube well or borehole,15,67  9,67,3,2013,6,6,0,67,38,manicaland,urban,413,tube well or borehole,15,pit latrine with slab,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,male,7,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
67  3,manicaland,167,7.568769,6.1734352,female,10,3,richer,-0.19289411,tube well or borehole,15,67  3,67,3,2013,3,3,0,67,38,manicaland,urban,413,tube well or borehole,15,no facility/bush/field,yes,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richer,female,10,primary,2,2,incomplete primary,no,yes,attended at some time,3,167
67 12,manicaland,167,7.568769,6.1734352,male,13,8,richer,-1.100741289,tube well or borehole,13,67 12,67,3,2013,5,5,0,67,38,manicaland,urban,413,tube well or borehole,13,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,male,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
67 12,manicaland,167,7.568769,6.1734352,male,7,2,richer,-1.380361949,tube well or borehole,13,67 12,67,3,2013,5,5,0,67,38,manicaland,urban,413,tube well or borehole,13,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,male,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
67 36,manicaland,167,7.568769,6.1734352,male,11,7,richest,0.325638598,protected well,on premises,67 36,67,3,2013,3,3,0,67,38,manicaland,urban,413,protected well,on premises,pit latrine with slab,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - tiles,no,yes,in own dwelling,richest,male,11,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
67 51,manicaland,167,7.568769,6.1734352,male,13,7,richer,-0.992240794,tube well or borehole,20,67 51,67,3,2013,5,5,1,67,38,manicaland,urban,413,tube well or borehole,20,no facility/bush/field,yes,no,no,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richer,male,13,primary,6,6,complete primary,yes,yes,attended at some time,7,167
67 45,manicaland,167,7.568769,6.1734352,female,6,3,richer,-1.172124666,public tap/standpipe,10,67 45,67,3,2013,4,4,1,67,38,manicaland,urban,413,public tap/standpipe,10,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,female,6,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
67 40,manicaland,167,7.568769,6.1734352,female,10,6,richest,-0.308876804,protected well,on premises,67 40,67,3,2013,10,10,3,67,38,manicaland,urban,413,protected well,on premises,flush to septic tank,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,in own yard/plot,richest,female,10,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
67  9,manicaland,167,7.568769,6.1734352,male,12,7,richer,-0.310134081,tube well or borehole,15,67  9,67,3,2013,6,6,0,67,38,manicaland,urban,413,tube well or borehole,15,pit latrine with slab,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,male,12,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
67 28,manicaland,167,7.568769,6.1734352,female,9,4,middle,1.767119593,tube well or borehole,15,67 28,67,3,2013,3,1,0,67,38,manicaland,urban,413,tube well or borehole,15,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,female,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
67 49,manicaland,167,7.568769,6.1734352,male,9,4,richer,-0.266647035,public tap/standpipe,30,67 49,67,3,2013,4,4,0,67,38,manicaland,urban,413,public tap/standpipe,30,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - tiles,no,NA,elsewhere,richer,male,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
67 12,manicaland,167,7.568769,6.1734352,female,10,5,richer,1.09812059,tube well or borehole,13,67 12,67,3,2013,5,5,0,67,38,manicaland,urban,413,tube well or borehole,13,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,female,10,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
67 59,manicaland,167,7.568769,6.1734352,female,7,2,richest,0.214374707,public tap/standpipe,10,67 59,67,3,2013,4,4,0,67,38,manicaland,urban,413,public tap/standpipe,10,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,female,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
67 41,manicaland,167,7.568769,6.1734352,male,14,10,middle,-2.763469578,public tap/standpipe,15,67 41,67,3,2013,3,3,0,67,38,manicaland,urban,413,public tap/standpipe,15,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,14,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
67 51,manicaland,167,7.568769,6.1734352,female,6,1,richer,0.585724761,tube well or borehole,20,67 51,67,3,2013,5,5,1,67,38,manicaland,urban,413,tube well or borehole,20,no facility/bush/field,yes,no,no,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richer,female,6,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
67 51,manicaland,167,7.568769,6.1734352,female,9,4,richer,-0.6565167,tube well or borehole,20,67 51,67,3,2013,5,5,1,67,38,manicaland,urban,413,tube well or borehole,20,no facility/bush/field,yes,no,no,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richer,female,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
67 59,manicaland,167,7.568769,6.1734352,female,15,11,richest,-0.187344395,public tap/standpipe,10,67 59,67,3,2013,4,4,0,67,38,manicaland,urban,413,public tap/standpipe,10,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,female,15,secondary,4,10,incomplete secondary,yes,yes,attended at some time,11,167
67 30,manicaland,167,7.568769,6.1734352,female,7,3,richer,0.093889744,tube well or borehole,30,67 30,67,3,2013,5,5,0,67,38,manicaland,urban,413,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richer,female,7,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
67 32,manicaland,167,7.568769,6.1734352,male,11,5,middle,-0.019684408,tube well or borehole,15,67 32,67,3,2013,9,9,2,67,38,manicaland,urban,413,tube well or borehole,15,no facility/bush/field,no,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,male,11,primary,4,4,incomplete primary,yes,no,attended at some time,5,167
67 69,manicaland,167,7.568769,6.1734352,male,10,2,middle,0.401486435,tube well or borehole,20,67 69,67,3,2013,2,2,0,67,38,manicaland,urban,413,tube well or borehole,20,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,10,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
67 40,manicaland,167,7.568769,6.1734352,female,13,9,richest,0.008656368,protected well,on premises,67 40,67,3,2013,10,10,3,67,38,manicaland,urban,413,protected well,on premises,flush to septic tank,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,in own yard/plot,richest,female,13,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
68 23,manicaland,167,7.5501728,6.2495298,male,6,1,richest,0.531514889,protected well,5,68 23,68,3,2013,3,3,0,68,38,manicaland,urban,353,protected well,5,no facility/bush/field,yes,yes,yes,yes,finished - cement,finished - cement,finished - tiles,no,NA,elsewhere,richest,male,6,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
68 35,manicaland,167,7.5501728,6.2495298,female,12,7,richest,-2.281213751,tube well or borehole,3,68 35,68,3,2013,7,7,1,68,38,manicaland,urban,353,tube well or borehole,3,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richest,female,12,primary,6,6,complete primary,yes,yes,attended at some time,7,167
68 42,manicaland,167,7.5501728,6.2495298,male,7,0,richer,2.182078065,tube well or borehole,3,68 42,68,3,2013,5,5,2,68,38,manicaland,urban,353,tube well or borehole,3,flush to septic tank,yes,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,yes,elsewhere,richer,male,7,"no education, preschool",NA,0,no education,yes,yes,attended at some time,0,167
68 59,manicaland,167,7.5501728,6.2495298,female,13,11,richest,0.826661615,tube well or borehole,20,68 59,68,3,2013,3,3,0,68,38,manicaland,urban,353,tube well or borehole,20,no facility/bush/field,yes,yes,yes,no,finished - carpet,finished - cement blocks,finished - metal,no,NA,elsewhere,richest,female,13,secondary,4,10,incomplete secondary,yes,yes,attended at some time,11,167
68 11,manicaland,167,7.5501728,6.2495298,female,8,4,richest,-1.003299523,tube well or borehole,15,68 11,68,3,2013,6,6,0,68,38,manicaland,urban,353,tube well or borehole,15,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richest,female,8,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
68 51,manicaland,167,7.5501728,6.2495298,female,11,7,richest,0.760608515,tube well or borehole,4,68 51,68,3,2013,7,7,2,68,38,manicaland,urban,353,tube well or borehole,4,no facility/bush/field,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richest,female,11,primary,6,6,complete primary,yes,yes,attended at some time,7,167
68 11,manicaland,167,7.5501728,6.2495298,female,6,2,richest,-0.22266259,tube well or borehole,15,68 11,68,3,2013,6,6,0,68,38,manicaland,urban,353,tube well or borehole,15,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richest,female,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
68 79,manicaland,167,7.5501728,6.2495298,male,13,6,richer,-0.279329988,protected well,on premises,68 79,68,3,2013,5,5,1,68,38,manicaland,urban,353,protected well,on premises,no facility/bush/field,yes,yes,no,no,finished - carpet,finished - cement blocks,finished - metal,no,NA,in own dwelling,richer,male,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
68 35,manicaland,167,7.5501728,6.2495298,male,10,7,richest,0.447478901,tube well or borehole,3,68 35,68,3,2013,7,7,1,68,38,manicaland,urban,353,tube well or borehole,3,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,NA,elsewhere,richest,male,10,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
68 20,manicaland,167,7.5501728,6.2495298,female,13,6,richest,0.855424058,protected well,on premises,68 20,68,3,2013,7,7,2,68,38,manicaland,urban,353,protected well,on premises,no facility/bush/field,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - tiles,no,NA,in own dwelling,richest,female,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
68  1,manicaland,167,7.5501728,6.2495298,female,9,6,middle,1.300510625,protected well,on premises,68  1,68,3,2013,9,9,1,68,38,manicaland,urban,353,protected well,on premises,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,NA,in own dwelling,middle,female,9,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
